#;;;;;;;;;;;;;
REMOVE_EVTDESC2080;You have been deemed unworthy of citizenship in this country. You have thirty days to leave $COUNTRY$, otherwise you risk imprisonment for up to four years.'\n\nThe judge was harsh but just. The man's crime against the state was not severe enough to make him serve time in prison, but severe enough to strip him of his citizenship and getting him deported.;Vous avez ??jug?indigne de conserver la nationalit?de notre pays ! Vous avez donc trente jours pour quitter $COUNTRY$, dans le cas contraire vous risquez jusqu? quatre ans d?emprisonnement.\n\n Le juge fut inflexible mais juste. Le crime de cet homme n'?ait pas assez grave pour le conduire directement en prison, mais n?nmoins suffisamment important pour le faire expulser et lui retirer la nationalit?;Man hat Sie als der Staatsb?gerschaft in diesem Lande unw?dig befunden. Sie haben 30 Tage, $COUNTRY$ zu verlassen, ansonsten drohen Ihnen bis zu vier Jahre Gef?gnis.'\n\nDer Richter war hart, aber gerecht. Das Verbrechen des Mannes gegen den Staat war nicht schwer genug, um ihn ins Gef?gnis zu werfen, aber reichte aus, um ihm seine Staatsb?gerschaft abzunehmen und ihn auszuweisen.;;Has resultado ser indigno de la ciudadan? de este pa?. Tienes treinta d?s para abandonar $COUNTRY$. De otro modo, te expones a una pena de prisi? de hasta cuatro a?s.\n\nEl juez fue duro pero justo. El crimen contra el estado no fue lo suficientemente grave como para hacer que ingresase en prisi?, pero si lo bastante como para privarlo de su ciudadan? y deportarlo.;;;;;;;;;x
REMOVE_EVTOPTA2080;Okay;D'accord;Okay.;;Muy bien.;;;;;;;;;x
REMOVE_EVTNAME2090;Segregation;S?r?ation;Segregation;;Segregaci?;;;;;;;;;x
REMOVE_EVTDESC2090;Separate schools, separate shops, even separate washrooms. The segregation between immigrants and citizens have risen to a new level, causing irritation and discontent.;?oles, magasins et m?e toilettes s?ar?. En franchissant l'?ape sup?ieure, la s?r?ation entre immigr? et citoyens entra?e irritation et m?ontentement.;Getrennte Schulen, getrennte L?en, selbst getrennte Toiletten. Die Segregation zwischen Emigranten und B?gern hat eine neue Stufe erreicht und zu Unmut und Unzufriedenheit gef?rt.;;Escuelas segregadas, tiendas segregadas e incluso lavabos segregados. La segregaci? entre inmigrantes y ciudadanos ha alcanzado un nuevo nivel, causando irritaci? y descontento.;;;;;;;;;x
REMOVE_EVTOPTA2090;Good.;Bien.;Gut;;Bien.;;;;;;;;;x
REMOVE_EVTOPTB2090;That's sad.;C'est triste.;Das ist traurig.;;Qu?triste.;;;;;;;;;x
REMOVE_EVTNAME2100;Ghetto;Ghetto;Ghetto;;Gueto;;;;;;;;;x
REMOVE_EVTDESC2100;As more and more immigrants arrives the housing becomes even worse. So-called ghettos, special areas in cities where minorities gather, is slowly emerging. They are often poor areas with narrow streets and tall, crowded houses filled to the brim with immigrants or minorities of various kinds.;La crise du logement pour les immigrants s?aggrave. Des ghettos, zones circonscrites dans les villes o?les minorit? se massent, ?ergent progressivement. Ce sont souvent des lieux tr? pauvres avec des rues ?roites et de grands immeubles serr?s remplies d'immigr? et de minorit? diverses.;Mit steigender Einwandererzahl wird die Wohnungssituation immer schlimmer. Es bilden sich langsam sogenannte Ghettos, besondere Gebiete, wo sich Minderheiten ansammeln. Dies sind oft arme Gebiete mit engen Stra?n und hohen H?sern, die mit Einwanderern oder Minderheiten der verschiedensten Art vollgedr?gt sind.;;A medida que van llegando m? inmigrantes, el problema del alojamiento es cada vez peor. Est? empezando a surgir los denominados guetos, zonas especiales donde se re?en las minor?s. Suelen ser ?eas pobres con calles estrechas y casas altas atestadas de inmigrantes y minor?s de diversos tipos.;;;;;;;;;x
REMOVE_EVTOPTA2100;Oh, great...;Oh, parfait...;Na super ...;;Oh, estupendo...;;;;;;;;;x
REMOVE_EVTNAME2110;Diaspora;Diaspora;Diaspora;;Di?pora;;;;;;;;;x
REMOVE_EVTDESC2110;One last look at their old home, one final teardrop down his cheek. With a shrug, the man tried to ignore the fact that he would leave his hometown, perhaps forever. The vessel, filled with neighbors and relatives, could not wait much longer for him. He picked up his luggage and climbed on board and hoped that he would leave hunger behind, looking forward to a brighter future in the new world. On arrival in the new country, the man and his fellow travelers wanted to create a diaspora, which would contain all their hope to be able to return to their homeland one day.';Un dernier regard ?sa vieille maison, une derni?e larme coule sur sa joue. L'homme a essay?d'occulter le fait qu'il devrait quitter sa ville natale, peut-?re pour toujours. Mais le navire, rempli de voisins et de parents, ne peut pas attendre beaucoup plus longtemps. Il a donc pris son baluchon et s'est hiss??bord. Il esp?e qu'il laissera la faim derri?e lui, et qu?il aura un avenir plus prometteur sur cette terre nouvelle. D? l'arriv? dans leur nouveau pays, cet homme et ses compagnons d?infortune ont voulu cr?r une diaspora, symbole de leur espoir de pouvoir retourner un jour dans leur pays d?origine.;Ein letzter Blick auf ihr altes Haus, eine letzte Tr?e auf seiner Wange. Mit einem Schulterzucken versuchte der Mann, die Tatsache zu ignorieren, dass er seine Heimatstadt verlassen w?de - vielleicht f? immer. Das Schiff voller Nachbarn und Verwandten konnte nicht l?ger auf ihn warten. Er nahm sein Gep?k auf, kletterte an Bord, und hoffte, dass er den Hunger hinter sich lassen w?de und in der neuen Welt eine bessere Zukunft auf ihn wartete. Bei der Ankunft im neuen Land wollten der Mann und seine Gef?rten eine Diaspora aufbauen, die all ihre Hoffnungen enthielt, eines Tages wieder in ihr Heimatland zur?kkehren zu k?nen.';;Una ?tima mirada a su viejo hogar y una ?tima l?rima corriendo por su mejilla. Encogi?dose de hombros, el hombre intentaba ignorar el hecho de que iba a abandonar su hogar, quiz? para siempre. El nav?, lleno de vecinos y parientes, no iba a esperarlo mucho m? tiempo. Recogi?su equipaje, subi?abordo y rez?por dejar el hambre atr?, buscando un futuro m? brillante en el nuevo mundo. Al llegar al nuevo pa?, el hombre y sus compa?ros de viaje deseaban crear una di?pora, que contendr? toda su ilusi? de poder regresar alg? d? a su tierra natal.;;;;;;;;;x
REMOVE_EVTOPTA2110;Let them create a diaspora.;Les laisser cr?r une diaspora.;Lasst sie eine Diaspora bauen.;;Dejadles crear la di?pora.;;;;;;;;;x
REMOVE_EVTOPTB2110;They will never return.;Ils ne rentreront jamais.;Sie werden nie zur?kkehren.;;Nunca volver?.;;;;;;;;;x
REMOVE_EVTNAME2120;Anarchist Exclusion Act;L'acte "d'exclusion anarchiste";Anarchist Exclusion Act;;Acta de Exclusi? Anarquista;;;;;;;;;x
REMOVE_EVTDESC2120;Troubled voices in the country are now demanding immigrants who subscribes to anarchist ideas shall be deported. The 'Anarchist Exclusion Act' specifically barres anyone who disbelieves in or who is opposed to all organized government, or who is a member of or affiliated with any organization entertaining or teaching such disbelief in or opposition to all organized government. The passing of this act depends on your vote.;Des voix se l?ent pour r?lamer que les immigrants qui souscrivent ?la pens? anarchiste soient expuls? du pays. La loi d'exclusion des anarchistes devrait permettre de sanctionner ceux qui ne croient pas ou sont oppos? ?tout Etat organis? et particuli?ement ceux qui militent activement dans une organisation oppos? au gouvernement en place. L?adoption de cette loi d?end de votre vote.;Besorgte Stimmen im Lande verlangen nun, dass dem Anarchismus zugewandte Einwanderer ausgewiesen werden sollen. Der 'Anarchist Exclusion Act' verbannt ganz spezifisch all jene, die nicht an organisierte Regierungsformen glauben oder sich ihnen widersetzen, bzw. Mitglieder von Vereinigungen, die nicht an organisierte Regierungsformen glauben oder sich ihnen widersetzen. Die Verabschiedung dieses Gesetzes h?gt von Ihrer Stimme ab.;;En el pa? se han alzado voces preocupadas que solicitan que los inmigrantes que apoyen ideas anarquistas sean expulsados. La 'Acta de Exclusi? Anarquista', excluye de forma espec?ica a cualquiera que no crea en el gobierno o se oponga a cualquier forma de gobierno organizado, sea miembro o est?afiliado a cualquier organizaci? que albergue o ense? tal creencia en oposici? a todo gobierno organizado. La promulgaci? de esta acta depende de tu voto.;;;;;;;;;x
REMOVE_EVTOPTA2120;I vote 'Yes'.;Je vote "Oui".;Ich stimme 'Ja'.;;Voto 'S?.;;;;;;;;;x
REMOVE_EVTOPTB2120;I vote 'No'.;Je vote "Non".;Ich stimme 'Nein'.;;Voto 'No'.;;;;;;;;;x
REMOVE_EVTNAME2130;Anarchist Exclusion Act: Immigrant Deported;Acte d'exclusion anarchiste: immigr?expuls?Anarchist Exclusion Act: Einwanderer deportiert;;Acta de Exclusi? Anarquista: inmigrantes deportados;;;;;;;;;x
REMOVE_EVTDESC2130;Liberate the human mind from the dominion of religion, liberate the human body from the dominion of property and liberate us from the shackles and restraint of government! We should be able to enjoy all necessities of life, independent of individual desires, tastes and inclinations! Liberate us, and let anarchism lead us into this free life!'\n\nThe first immigrant anarchist have been deported after the Anarchist Exclusion Act passed.;Lib?ez l'esprit humain du joug de la religion, lib?ez le corps humain du joug de la propri??priv? et lib?ez-nous de l?oppression du gouvernement ! Nous devrions pouvoir appr?ier par nous-m?es les bienfaits de la vie, quels que soient nos d?irs, nos go?s et nos inclinations ! Lib?ez-nous, et laissez l'anarchisme nous guider dans cette voie ! \n\n Les premiers immigrants anarchistes ont ??expuls? suite ?l?adoption de la loi d'expulsion des anarchistes.;Befreit den menschlichen Geist von den Fesseln der Religion, befreit den menschlichen K?per von den Fesseln des Besitztums, und befreit uns von den Fesseln der Regierungen! Wir sollten in der Lage sein, alle Aspekte des Lebens zu genie?n, unabh?gig von individuellen Bed?fnissen, Geschm?kern und Neigungen! Befreien wir uns, und lassen wir den Anarchismus uns zu einem freien Leben f?ren!'\n\nDer erste eingewanderte Anarchist wurde deportiert, nachdem der Anarchist Exclusion Act verabschiedet wurde.;;Liberad la mente humana del dominio de la religi?, liberad el cuerpo humano del dominio de la propiedad y liberadnos a nosotros de los grilletes y el control del estado! Tenemos que poder disfrutar de todas las necesidades de la vida, independientemente de deseos individuales, gustos o inclinaciones! Liberadnos y que el anarquismo nos conduzca a esta nueva vida!\n\nTras la aprobaci? del Acta de Exclusi? Anarquista, ha sido deportado el primer inmigrante de esta ideolog?.;;;;;;;;;x
REMOVE_EVTOPTA2130;Okay.;D'accord.;Okay.;;Muy bien.;;;;;;;;;x
EVTNAME3000;지저분한 빈민가;;;;;;;;;;;;;
EVTDESC3000;오래된 주택가에서 썩어가는 목재 냄새와 각종 악취가 진동합니다. 매연으로 뒤덮힌 창문으로 전등빛을 비추자 나이 많은 술주정꾼이 뒷문으로 황급히 달아납니다. 이 집이 얼마나 오랫동안 있었는지는 하늘만이 알겠지만 페인트가 벗겨진 흔적은 적어도 수십년 동안 국가가 방치해왔다는 사실을 단적으로 말합니다. 가난이 점점 더 퍼져가고 이런 낡은 집들이 표준으로 자리잡고 있다는 사실은 국내에서 빈민층이 급증하고 있음을 알려줍니다. 이런 비위생적인 헛간은 각종 전염병의 온상입니다.;;;;;;;;;;;;;
EVTOPTA3000;의회에 조사를 요청하게.;;;;;;;;;;;;;
EVTOPTB3000;지역 주민들에게 개선하도록 맡기자.;;;;;;;;;;;;;
EVTOPTC3000;사실 뭐가 문제인지 모르겠다.;;;;;;;;;;;;;
EVTNAME3001;보건비;;;;;;;;;;;;;
EVTDESC3001;'그동안 회의장에서 질병 및 질환으로 발생하는 비용에 대해서는 다양한 대화를 나누었지만, 보건비에 대해서는 그다지 들은 바가 없습니다. 그리고 특히 대중의 보건에 관해서는 더욱 들은 바가 없습니다. 매년 얼마나 많은 사회복지기관이 외부 전문가들 때문에 문을 닫고 있습니까? 약국들은요? 비효율적인 관료제로 인해서 얼마나 많은 사적 투자가 낭비되고 있습니까? 정부가 무상의료를 제공하려면 얼마나 더 노력해야 합니까?'\n\n 보수주의 개혁파 정치가의 국회 연설이 대중의 주목을 끌었습니다. 이에 영향을 받은 다수의 국민들이 현재의 보건복지체계에 반대를 표명했습니다. 정부는 어떻게 대응해야 할까요?;;;;;;;;;;;;;
EVTOPTA3001;전체적으로 개혁한다.;;;;;;;;;;;;;
EVTOPTB3001;타협점을 찾아보라.;;;;;;;;;;;;;
EVTOPTC3001;무시한다.;;;;;;;;;;;;;
EVTNAME3002;대탈출;;;;;;;;;;;;;
EVTDESC3002;'그는 국내에서 정말 큰 축에 속하는 집에 삽니다.'\n\n국내 도시에 인근 농촌에서 꾸준하게 인구가 유입되고 있지만, 반대 방향으로의 이동도 있습니다. 도시의 생활환경이나 보건환경이 인구과밀과 열악한 주거환경, 공해 문제로 인해 점점 더 악화되는 상황이니 중류층 일부가 조용하고 한적한 시골 생활을 꿈꾸는 것도 당연합니다. 임금을 개선하고 생활여건이 좋아지면 점점 더 많은 이들이 도시를 떠나 같은 시골에서 평온한 휴식을 취하려 할 것입니다.;;;;;;;;;;;;;
EVTOPTA3002;교외생활의 매력이란!;;;;;;;;;;;;;
EVTNAME3003;작업장 추문;;;;;;;;;;;;;
EVTDESC3003;'정말, 돼지도 이것보다는 잘 먹을 겁니다.'\n\n 한 지역사회에서 일어난 추문이 수주 동안 전국적인 관심을 불러모았습니다. 한 작업장의 대표가 배당받은 공금을 횡령하고 저질 급식을 제공했다고 합니다. 이 때문에 고용된 일꾼들은 하루에 빵 몇조각 밖에 먹지 못하는 상황이 벌어졌습니다. 관련 보고를 전해들은 보수주의자들과 자유주의자들 사이에 논란이 벌어졌습니다. 보수주의자들은 정부가 관리감독을 확대시행해야 한다고 주장하지만, 자유주의자들은 사회개혁을 확대해야 한다고 주장하면서 팽팽히 맞서고 있습니다.;;;;;;;;;;;;;
EVTOPTA3003;보수주의자들의 주장을 지지한다.;;;;;;;;;;;;;
EVTOPTB3003;자유주의자들의 주장을 지지한다.;;;;;;;;;;;;;
EVTOPTC3003;문제가 사그러지기를 기다린다.;;;;;;;;;;;;;
EVTNAME3004;친우회의 빈민구호소;;;;;;;;;;;;;
EVTDESC3004;사회개혁에 호의적인 일부 의견에 힘입어 사회 일부에서 '친우회'를 통해 소외계층 스스로가 자신들을 돌보아야 한다는 의견이 등장했습니다. '친우회'는 노인들을 위한 식품 자선, 빈민층을 위한 종교교육 및 고용 촉진, 작업장 운용을 비롯한 다양한 사회적 기능을 수행합니다.;;;;;;;;;;;;;
EVTOPTA3004;사적복지라고 부를만한 것이군!;;;;;;;;;;;;;
EVTOPTB3004;납득할 수 없다.;;;;;;;;;;;;;
EVTOPTC3004;이게 국가와 무슨 상관이 있지?;;;;;;;;;;;;;
EVTNAME3005;요양원 예산 증액?;;;;;;;;;;;;;
EVTDESC3005;'즉, 국내에서 폐렴이 대유행함에 따라 올해에는 수천명의 사망자가 추가적으로 발생할 것 같습니다.'\n\n한 의사가 개인적으로 발간한 보고서로 인해 국내의 의료복지에 문제점이 제기하는 의견이 떠오르고 있습니다. 비위생적인 생활환경로 인해 질병이 만연하기 쉽다는 일반적인 지적과 함께, 이 보고서에서는 정부가 격리조치를 통해 폐렴의 확산을 예방하거나 적절한 치료를 제공하려는 노력을 외면하고 있다고 강도 높게 비판했습니다. 보수주의자들은 보고서가 감정적인 의견을 담고 있다고 일축했습니다. 그러나 요양원을 활용해서 이 문제에 대응할 수도 있을 것 같습니다.;;;;;;;;;;;;;
EVTOPTA3005;요양원 예산을 증액한다.;;;;;;;;;;;;;
EVTOPTB3005;보고서를 무시해서 보수단체를 기쁘게 해주자.;;;;;;;;;;;;;
EVTOPTC3005;요양 시설에 투자할 지역 유지들을 찾아보게.;;;;;;;;;;;;;
EVTNAME3006;치과 치료 기금;;;;;;;;;;;;;
EVTDESC3006;'이제는 정부에서 뭐라도 대책이라고 내놓겠죠? 복지부 장관은 기껏해야 구호식사나 병상을 제공하면 문제가 풀릴 줄 아는 것 같군요. 여러분, 문제는 치과입니다. 이빨이 썩었다고요!'\n\n 여당이 치과 치료에 관한 개혁법안을 통과시켜 기본적인 치과 치료를 국민들에게 제공하도록 노력하고 있습니다. 비록 성과가 두드러지지 않고 반대파의 목소리 때문에 제한을 받고 있지만 말입니다.;;;;;;;;;;;;;
EVTOPTA3006;법안을 폐기한다.;;;;;;;;;;;;;
EVTOPTB3006;밀어붙여!;;;;;;;;;;;;;
EVTNAME3100;신문의 중상모략;;;;;;;;;;;;;
EVTDESC3100;관영조간지가 험악한 논조의 기사를 내보내 정부의 지역 관료들을 비판했습니다. 대강의 내용은 그 관료들이 $COUNTRY$ 여당에 반하는 행동을 일삼는 매국노라는 내용입니다. 이 때문에 지역의 유지들과 하류층 간의 불만이 높아지고 있습니다. 신문에 제제를 가하면 하류층이 유유상종이라며 분노할 것이고, 반대의 경우에는 지역 유지들의 반감을 살 우려가 있습니다.;;;;;;;;;;;;;
EVTOPTA3100;말도 안되는 중상모략을 그만두게 하라!;;;;;;;;;;;;;
EVTOPTB3100;...틀림없는 사실인가?;;;;;;;;;;;;;
EVTNAME3101;추문!;;;;;;;;;;;;;
EVTDESC3101;세계적인 언론사 <일간전신>이 오늘자 신문에서 정치가의 불륜에 관한 상세 기사를 폭로했습니다. 기사문 자체가 모욕적이지는 않지만 명백하게 해당 정치가의 위신과 호평에 커다란 타격을 입힐 것으로 예상됩니다. 국민들은 이 사건을 놀랍게 받아들였으며 지역구에서는 놀림거리가 됐다고 합니다. 그 정치가는 이 사건이 개인적인 인격에 대한 모욕이라며 발끈했으며, 지역 법원에 '공공 도덕과 신뢰를 훼손했다'는 이유로 판매금지 가처분 신청을 냈습니다. 신문사를 폐쇄할 경우 전국적인 자유주의자들의 반발을 일으키겠지만, 처벌하지 않을 경우에는 언론개혁에 대한 목소리가 높아질 것입니다.;;;;;;;;;;;;;
EVTOPTA3101;인신공격이다!;;;;;;;;;;;;;
